feature	h1_index	h2_index	"|W1[i,j]|"	"|W2[j,k]|"	"|W3[k,0]|"	path_contrib_abs
¼É­·¥b®|_YJ	3	2	0.128312472	0.063376805	0.196884487	0.001601071
¼É­·¥b®|_YJ	11	9	0.152782538	0.126136742	0.08258855	0.001591605
¼É­·¥b®|_YJ	15	6	0.479706507	0.026656558	0.120210233	0.001537167
¼É­·¥b®|_YJ	9	7	0.407255189	0.012473133	0.29860869	0.001516857
¼É­·¥b®|_YJ	13	6	0.426023379	0.026254572	0.120210233	0.001344559
¼É­·¥b®|_YJ	14	16	0.146326316	0.015572957	0.544838227	0.001241541
¼É­·¥b®|_YJ	10	15	0.007075352	0.43887162	0.397304743	0.001233699
¼É­·¥b®|_YJ	16	3	0.184673291	0.01901025	0.344841609	0.00121063
¼É­·¥b®|_YJ	5	4	0.195393854	0.011727099	0.522711161	0.001197742
¼É­·¥b®|_YJ	10	19	0.007075352	0.378252418	0.446431716	0.001194771
¼É­·¥b®|_YJ	5	18	0.195393854	0.018407332	0.326526642	0.001174412
¼É­·¥b®|_YJ	3	10	0.128312472	0.028878264	0.287009407	0.001063497
¼É­·¥b®|_YJ	6	8	0.146019007	0.029741642	0.242995258	0.001055291
¼É­·¥b®|_YJ	10	12	0.007075352	0.451243443	0.319460021	0.001019942
¼É­·¥b®|_YJ	11	13	0.152782538	0.026841988	0.241860853	0.000991868
¼É­·¥b®|_YJ	10	10	0.007075352	0.472450153	0.287009407	0.000959401
¼É­·¥b®|_YJ	1	6	0.340392218	0.022890969	0.120210233	0.000936667
¼É­·¥b®|_YJ	13	9	0.426023379	0.026236626	0.08258855	0.000923127
¼É­·¥b®|_YJ	10	14	0.007075352	0.226062344	0.572824514	0.000916216
¼É­·¥b®|_YJ	14	9	0.146326316	0.072780972	0.08258855	0.000879549
¼É­·¥b®|_YJ	17	19	0.003657621	0.528605149	0.446431716	0.000863148
¼É­·¥b®|_YJ	17	16	0.003657621	0.411789001	0.544838227	0.000820618
¼É­·¥b®|_YJ	10	13	0.007075352	0.458368106	0.241860853	0.000784383
¼É­·¥b®|_YJ	11	18	0.152782538	0.015683876	0.326526642	0.00078243
¼É­·¥b®|_YJ	10	16	0.007075352	0.198621547	0.544838227	0.000765671
¼É­·¥b®|_YJ	10	5	0.007075352	0.284376435	0.375866085	0.000756266
¼É­·¥b®|_YJ	10	17	0.007075352	0.235661719	0.438510316	0.000731168
¼É­·¥b®|_YJ	13	13	0.426023379	0.006916294	0.241860853	0.000712644
¼É­·¥b®|_YJ	20	8	0.407899273	0.007130264	0.242995258	0.000706735
¼É­·¥b®|_YJ	10	11	0.007075352	0.166085527	0.584426061	0.000686767
¼É­·¥b®|_YJ	10	7	0.007075352	0.319105412	0.29860869	0.000674194
¼É­·¥b®|_YJ	10	18	0.007075352	0.283787157	0.326526642	0.000655631
¼É­·¥b®|_YJ	6	5	0.146019007	0.011786398	0.375866085	0.00064688
¼É­·¥b®|_YJ	9	6	0.407255189	0.012650454	0.120210233	0.000619319
¼É­·¥b®|_YJ	14	4	0.146326316	0.007998717	0.522711161	0.000611793
¼É­·¥b®|_YJ	10	8	0.007075352	0.321069289	0.242995258	0.000552007
¼É­·¥b®|_YJ	20	7	0.407899273	0.004325387	0.29860869	0.000526842
¼É­·¥b®|_YJ	5	1	0.195393854	0.006713733	0.396380165	0.00051998
¼É­·¥b®|_YJ	17	14	0.003657621	0.237175977	0.572824514	0.000496925
¼É­·¥b®|_YJ	17	15	0.003657621	0.289964513	0.397304743	0.000421374
¼É­·¥b®|_YJ	17	11	0.003657621	0.178836177	0.584426061	0.000382282
¼É­·¥b®|_YJ	17	1	0.003657621	0.245649106	0.396380165	0.000356144
¼É­·¥b®|_YJ	17	3	0.003657621	0.256467164	0.344841609	0.000323482
¼É­·¥b®|_YJ	10	1	0.007075352	0.113753307	0.396380165	0.000319024
¼É­·¥b®|_YJ	14	13	0.146326316	0.008966318	0.241860853	0.000317323
¼É­·¥b®|_YJ	17	4	0.003657621	0.162293044	0.522711161	0.000310285
¼É­·¥b®|_YJ	9	9	0.407255189	0.009134357	0.08258855	0.000307231
¼É­·¥b®|_YJ	17	7	0.003657621	0.267579441	0.29860869	0.00029225
¼É­·¥b®|_YJ	17	17	0.003657621	0.164837251	0.438510316	0.000264383
¼É­·¥b®|_YJ	19	9	0.179063809	0.016211541	0.08258855	0.000239746
¼É­·¥b®|_YJ	17	8	0.003657621	0.247917441	0.242995258	0.000220345
¼É­·¥b®|_YJ	17	18	0.003657621	0.177697262	0.326526642	0.000212226
¼É­·¥b®|_YJ	16	5	0.184673291	0.002829015	0.375866085	0.000196369
¼É­·¥b®|_YJ	1	9	0.340392218	0.006614595	0.08258855	0.000185953
¼É­·¥b®|_YJ	19	20	0.179063809	0.007575571	0.136993461	0.000185833
¼É­·¥b®|_YJ	17	13	0.003657621	0.198158578	0.241860853	0.000175298
¼É­·¥b®|_YJ	17	5	0.003657621	0.125433088	0.375866085	0.000172442
¼É­·¥b®|_YJ	10	3	0.007075352	0.064673629	0.344841609	0.000157796
¼É­·¥b®|_YJ	17	9	0.003657621	0.508683571	0.08258855	0.000153662
¼É­·¥b®|_YJ	10	4	0.007075352	0.036975421	0.522711161	0.000136749
¼É­·¥b®|_YJ	17	6	0.003657621	0.276152717	0.120210233	0.00012142
¼É­·¥b®|_YJ	9	18	0.407255189	0.000851115	0.326526642	0.000113181
¼É­·¥b®|_YJ	10	6	0.007075352	0.131196548	0.120210233	0.000111587
¼É­·¥b®|_YJ	8	7	0.369832503	0.000869935	0.29860869	9.61E-05
¼É­·¥b®|_YJ	17	20	0.003657621	0.141903145	0.136993461	7.11E-05
¼É­·¥b®|_YJ	18	7	0.258031195	0.000796138	0.29860869	6.13E-05
¼É­·¥b®|_YJ	10	20	0.007075352	0.054364626	0.136993461	5.27E-05
¼É­·¥b®|_YJ	17	10	0.003657621	0.043898675	0.287009407	4.61E-05
¼É­·¥b®|_YJ	10	9	0.007075352	0.075693	0.08258855	4.42E-05
¼É­·¥b®|_YJ	17	12	0.003657621	0.02005328	0.319460021	2.34E-05
¼É­·¥b®|_YJ	10	2	0.007075352	0.013015308	0.196884487	1.81E-05
¼É­·¥b®|_YJ	9	4	0.407255189	6.71E-05	0.522711161	1.43E-05
¼É­·¥b®|_YJ	8	9	0.369832503	0.000423406	0.08258855	1.29E-05
¼É­·¥b®|_YJ	9	20	0.407255189	0.000159134	0.136993461	8.88E-06
¼É­·¥b®|_YJ	17	2	0.003657621	0.004473838	0.196884487	3.22E-06
¼É­·¥b®|_YJ	15	20	0.479706507	9.43E-06	0.136993461	6.20E-07
¼É­·¥b®|_YJ	7	7	0.36128892	3.64E-06	0.29860869	3.93E-07
¼É­·¥b®|_YJ	9	11	0.407255189	9.79E-07	0.584426061	2.33E-07
¼É­·¥b®|_YJ	14	18	0.146326316	7.41E-07	0.326526642	3.54E-08
						7.130430362
