Features,Architecture,R2_train,R2_test,RMSE_test
"('風速', 'wind_dir_sin', 'wind_dir_cos', '波高_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.20279983698084747,-0.4551951008403623,12163.34191871288
"('風速', 'wind_dir_sin', 'wind_dir_cos', '波高_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",-0.18050288086259947,-0.19496243218194742,11022.228985231777
"('風速', 'wind_dir_sin', 'wind_dir_cos', '波高_YJ', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.20119315393720916,-0.24730377736601006,11261.03794869118
"('風速', 'wind_dir_sin', 'wind_dir_cos', '波高_YJ', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.09641231105212522,-0.21388243218598135,11109.144512879127
"('風速', 'wind_dir_sin', 'wind_dir_cos', '波高_YJ', '功率_log1p', '尖峰週期_BC')","(20, 20)",-0.15915799128597774,-0.1688240640168195,10901.01344794763
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",0.3594332749553968,-1.3843710489900007,15569.663383652274
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",0.08515117091635338,-0.049448347762593325,10329.346288929562
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",0.17893593428997678,-0.0627289077896862,10394.498725170266
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(6, 6)",0.29677757682148354,-1.305395500734829,15309.641596380732
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(12, 12)",0.10034701263729362,-0.0744119374618104,10451.478120361378
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(20, 20)",0.16015642973086264,-0.24747123443619223,11261.793850007254
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(6, 6)",0.28089878895700204,-1.2152018515609164,15007.17531710064
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(12, 12)",0.10493655596682006,0.0321276685124362,9919.76401457192
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(20, 20)",0.2810201966933563,-0.21868660863545908,11131.106107936746
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",0.34225005040928336,-1.7303993108017934,16661.165794294833
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",0.15002291163590453,0.10127675791493596,9558.842147622825
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",0.4312129882590484,-0.3827686408823445,11856.788256943475
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '波能_log1p')","(6, 6)",0.20975504546249812,-0.8265259564135923,13627.155991288488
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '波能_log1p')","(12, 12)",0.04342744857900038,-0.0027136051637624004,10096.730331023076
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '波能_log1p')","(20, 20)",0.17987291039615438,-0.11216309135323344,10633.507516192341
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '功率_log1p')","(6, 6)",0.16725744150608834,-0.8135562957821887,13578.688447838682
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '功率_log1p')","(12, 12)",0.05729855735329725,0.1131898708270318,9495.27671687
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '功率_log1p')","(20, 20)",0.11250384969066973,-0.058722526867669655,10374.887117750142
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(6, 6)",0.21369255978255153,-0.8971703795690829,13888.184295246032
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(12, 12)",0.06852257529176142,0.07477661172814765,9698.746418442472
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(20, 20)",0.30293856871025926,-0.21701523801125533,11123.470598239503
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '波能_log1p', '功率_log1p')","(6, 6)",0.06806791648238053,-0.43117044747786837,12062.5182420143
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '波能_log1p', '功率_log1p')","(12, 12)",0.11215007740843508,0.05063210424949849,9824.480022844682
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '波能_log1p', '功率_log1p')","(20, 20)",0.10677668704775001,-0.4351299436708802,12079.192882814132
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(6, 6)",0.26597182589437063,-0.41725044926574983,12003.713046293695
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.13082900218237714,0.15413387438734127,9273.48811664001
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.404105189625667,-0.8795718824621317,13823.619557518961
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.1686699785715826,-0.20345550597196316,11061.329317830716
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.12238770524571174,0.07634168920571482,9690.539906153395
"('風速', 'wind_dir_sin', 'wind_dir_cos', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.3941390762577479,-0.6386068130273181,12907.129913018349
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(6, 6)",0.12087587323318438,-0.49840705355737547,12342.615717101186
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(12, 12)",0.006686937669710069,-0.04576451935531112,10311.20104589241
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(20, 20)",0.545904571719313,-0.5994124622571608,12751.830784030048
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(6, 6)",0.12182252465832677,-0.5412100767364556,12517.662072809759
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(12, 12)",0.0014800409753172872,0.06714001942604442,9738.689836859687
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(20, 20)",0.5649428141954209,-0.4860102548686429,12291.452479846417
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(6, 6)",0.15266264006035535,-0.5379689087792305,12504.492810893526
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(12, 12)",0.0035526665450600348,0.08124970636358031,9664.759438784156
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(20, 20)",0.4909129324045598,-0.34321219970616124,11685.965962980845
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(6, 6)",0.2345378926447289,-0.4891255431763666,12304.329702745978
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(12, 12)",-0.0065568985357771226,0.005479847322059084,10055.394115817517
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(20, 20)",0.5839300805210373,-1.0845993198044237,14558.063155059948
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(6, 6)",0.1996656652121187,-0.2466143362237545,11257.92527631828
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",-0.005156267180460361,0.14415022475716344,9328.05447574251
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.4770879750833523,-0.7542361698855744,13354.767570950165
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.19062947026364985,-0.15920972088789376,10856.086883446924
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(12, 12)",-0.003953445285998836,0.03762936179153731,9891.530292749694
"('風速', 'wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.4507306257770396,-0.49014754625170487,12308.551276270535
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '波能_log1p', '功率_log1p')","(6, 6)",0.33071045413907396,-1.1849437565927516,14904.329192836927
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '波能_log1p', '功率_log1p')","(12, 12)",0.27225708472241006,-0.16958515189321743,10904.562005540141
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '波能_log1p', '功率_log1p')","(20, 20)",0.3492558734345188,-1.006920145761279,14284.246939495368
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(6, 6)",0.25563350417757313,-0.30196141105247265,11505.125473334781
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.22053979117415223,0.06318981764926468,9759.28732820357
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.4836212492274893,-1.065051848645914,14489.646270227508
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.23096437231018274,-0.20634460196910132,11074.598643289559
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.1940234766764395,-0.02191720596606439,10192.956221340522
"('風速', 'wind_dir_sin', 'wind_dir_cos', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.47466266528907897,-0.5855904273854706,12696.610911882954
"('風速', 'wind_dir_sin', 'wind_dir_cos', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.2250164680258362,-0.5297706929888042,12471.12038385837
"('風速', 'wind_dir_sin', 'wind_dir_cos', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.1681152117923217,-0.24492328189838597,11250.286897981085
"('風速', 'wind_dir_sin', 'wind_dir_cos', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.4221955590462625,-1.0010060500057456,14263.184633510376
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(6, 6)",0.053605705196106856,0.059106881227568464,9780.531347852757
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(12, 12)",0.04135373995679281,-0.0738818042843723,10448.89933342396
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(20, 20)",-0.1751186273616412,-0.3294552240621047,11625.969002095211
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '潮位_BC2')","(6, 6)",0.02671015734754323,-0.14931294656313399,10809.645526712568
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '潮位_BC2')","(12, 12)",-0.013270281330904243,-0.05809836745315522,10371.828460741237
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '潮位_BC2')","(20, 20)",-0.10729864756087149,-0.24067335192874828,11231.067317143345
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '波能_log1p')","(6, 6)",0.14572213968512404,-0.21065808645379147,11094.380504558143
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '波能_log1p')","(12, 12)",0.027587601588873856,-0.11922369210944339,10667.207684945095
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '波能_log1p')","(20, 20)",-0.14244287906430375,-0.05505212007148241,10356.887539585885
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '功率_log1p')","(6, 6)",0.0859306903404985,-0.1332158839979678,10733.679659237254
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '功率_log1p')","(12, 12)",0.02181020899516095,-0.08845201819560589,10519.544804816525
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '功率_log1p')","(20, 20)",-0.1713557030617856,-0.1441425617570007,10785.303581072458
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '尖峰週期_BC')","(6, 6)",0.1804493724418621,0.08618608004792483,9638.760469732819
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '尖峰週期_BC')","(12, 12)",0.03328682827618079,-0.08949668245074416,10524.591769080866
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '降雨_YJ', '尖峰週期_BC')","(20, 20)",-0.10457383652831465,-0.15809081949590498,10850.846320393071
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",0.3164455734762537,-0.1409467840802483,10770.230488110432
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",-0.06513097127137035,-0.11338561435265548,10639.350246071263
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",-0.13128106389206184,-0.14751914511340902,10801.206602524137
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '波能_log1p')","(6, 6)",0.23542504377371953,-0.08825316985308351,10518.583857728692
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '波能_log1p')","(12, 12)",-0.008840067791788808,-0.11067050239421872,10626.369721059928
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '波能_log1p')","(20, 20)",-0.17616093572704838,0.01677578493531462,9998.12555315199
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '功率_log1p')","(6, 6)",0.1188500866853267,-0.09778897597294445,10564.567830101836
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '功率_log1p')","(12, 12)",-0.018552591412228203,-0.09450356984334984,10548.747438230002
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '功率_log1p')","(20, 20)",-0.20747946659875782,-0.07155266533049631,10437.561889781111
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",0.17363718069224432,-0.10198227050854891,10584.725675513282
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",0.014150834682957192,-0.060046453432774705,10381.371960062626
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",-0.13837018637494292,-0.04278413150257654,10296.497302918955
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '波能_log1p')","(6, 6)",0.07046024768465131,-0.28588881879825667,11433.890091327872
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '波能_log1p')","(12, 12)",0.006295702782263435,-0.042625926064936204,10295.716209497165
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '波能_log1p')","(20, 20)",-0.17269184070456634,0.04432197700673257,9857.075946630197
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '功率_log1p')","(6, 6)",0.1501651302839181,-0.007816000105134169,10122.38677664125
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '功率_log1p')","(12, 12)",-0.01996930750178194,-0.005050519824822297,10108.489154943469
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '功率_log1p')","(20, 20)",-0.21102218212548518,-0.08000996627848567,10478.670513075316
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '尖峰週期_BC')","(6, 6)",0.09698161205604883,-0.2140293160460749,11109.81661448723
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '尖峰週期_BC')","(12, 12)",-0.002840079424884401,-0.02773277087385817,10221.918304667128
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '潮位_BC2', '尖峰週期_BC')","(20, 20)",-0.14523244055170204,-0.06819997649046727,10421.220503281287
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '波能_log1p', '功率_log1p')","(6, 6)",0.04524282383201583,-0.25175119846171445,11281.096419649457
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '波能_log1p', '功率_log1p')","(12, 12)",-0.006315453595931109,-0.023334189079510237,10200.020513584454
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '波能_log1p', '功率_log1p')","(20, 20)",-0.20797963944648412,-0.24040042897711178,11229.831945791437
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '波能_log1p', '尖峰週期_BC')","(6, 6)",0.12454953360920151,-0.13692784218784415,10751.24488958458
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.009091964118551399,0.0719095198716162,9713.762082893158
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",-0.15280473129985261,-0.21498154086223176,11114.172757018752
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.13442610175373226,-0.023607654728891703,10201.383298556471
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.005330331751418171,-0.024646315389179163,10206.557687849001
"('風速', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ', '功率_log1p', '尖峰週期_BC')","(20, 20)",-0.13838384931986614,-0.22712021301789131,11169.554669748175
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",0.40707296043682173,-0.3542691336421844,11733.965130835626
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",-0.07714322742000768,-0.02921444434281928,10229.284076545748
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",-0.12777857959182337,-0.25125413287930387,11278.856357265977
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(6, 6)",0.45556039871496856,-0.14032882149581694,10767.313392847895
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(12, 12)",0.0001583326187671874,-0.06351714143737719,10398.352847747068
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(20, 20)",-0.1339493269819516,-0.20406826459549965,11064.144985855415
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(6, 6)",0.4861316711516087,-0.25158951129357376,11280.367813421279
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(12, 12)",0.001109467985337953,0.004130932857417058,10062.211107068486
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(20, 20)",-0.14103740604877535,-0.16626585992657783,10889.07739450606
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",0.09318285705719764,-0.1362400421569594,10747.992341351843
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",0.008180232658470232,0.05407290091474759,9806.660417347543
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",0.0039008938529134785,0.0875774246623906,9631.419836263856
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '波能_log1p')","(6, 6)",0.08882961864409311,-0.11804625575363459,10661.595195111273
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '波能_log1p')","(12, 12)",0.027863314173315112,0.028827823610027337,9936.659750052408
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '波能_log1p')","(20, 20)",-0.11700361599327858,-0.15544303017650551,10838.434860351237
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '功率_log1p')","(6, 6)",0.1778255513147925,-0.00387721015145015,10102.587037889994
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '功率_log1p')","(12, 12)",0.012707989486394289,0.11075001502606174,9508.329788970032
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '功率_log1p')","(20, 20)",-0.12258755968076618,-0.183573268732792,10969.576904496076
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(6, 6)",0.3123603161782801,-0.08177946897480015,10487.251196421439
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(12, 12)",-0.005497721133231659,0.06817014880283989,9733.311279642352
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(20, 20)",-0.010036623082642748,0.12162618364893907,9450.004033531182
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p', '功率_log1p')","(6, 6)",0.2768635627584344,0.12343032496454653,9440.294097999038
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p', '功率_log1p')","(12, 12)",0.027359028484064685,0.10695323246179866,9528.606768855678
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p', '功率_log1p')","(20, 20)",-0.11414216036730962,-0.288660075451733,11446.204215967213
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(6, 6)",0.23967172399110537,-0.006437889863562862,10115.463619560329
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.011189792438621837,0.155094371355477,9268.221510643943
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",-0.14746612148405247,-0.18593226308998623,10980.503261786078
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.22863345212891517,0.04433761239506451,9856.995312861864
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.007179531590627675,0.03698673160218957,9894.832313260642
"('風速', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(20, 20)",-0.1418664003172163,-0.22122156614022348,11142.67685250324
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(6, 6)",0.10842689005156203,-0.28074594539089515,11411.002435118231
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(12, 12)",0.04101172481162718,-0.023007601783318732,10198.392764322038
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(20, 20)",-0.0004486795837264079,0.11743405638065685,9472.527738095036
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(6, 6)",0.23918502989259816,0.002132750166681241,10072.300817270907
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(12, 12)",0.012040118131055655,0.06329997807288124,9758.713509273375
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(20, 20)",-0.18973531893518958,-0.08461324986449692,10500.978178661513
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(6, 6)",0.14398365596647156,-0.039939701335377276,10282.444697909963
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(12, 12)",0.004203413138987311,0.09485893362157438,9592.911500347309
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(20, 20)",0.18035182596417154,0.3675016716481816,8019.032880883954
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(6, 6)",0.33826072823837117,0.11362673941065393,9492.937603366745
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(12, 12)",0.03003670224820898,0.06404940687775063,9754.808884397198
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(20, 20)",-0.18920000297731399,-0.31496029253028435,11562.416850808608
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(6, 6)",0.20720972141541127,0.22244783025446047,8891.132288290632
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.025463273672927333,0.16837134221487127,9195.112064743715
"('風速', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.050382121538886104,0.04167052541701122,9870.740306599364
