Features,Architecture,R2_train,R2_test,RMSE_test
"('風速', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.13856900488497814,-0.673377751300585,13043.354514810302
"('風速', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.11698225279037544,-0.24439916770810988,11247.918456557476
"('風速', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.1440360323660237,-0.21350977429785734,11107.439146689318
"('風速', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.1386363755619746,-0.1750537120067288,10930.025183862641
"('氣壓', 'wind_dir_sin', 'wind_dir_cos')","(6, 6)",-0.033859967319301854,-0.5079557748316346,12381.880425189413
"('氣壓', 'wind_dir_sin', 'wind_dir_cos')","(12, 12)",0.2448977573958826,-0.36873531591529707,11796.469243619153
"('氣壓', 'wind_dir_sin', 'wind_dir_cos')","(20, 20)",0.37160785225485315,0.060100812670929704,9775.364051965013
"('氣壓', 'wave_dir_sin', 'wave_dir_cos')","(6, 6)",0.23552043115788124,0.27707484590889186,8573.121355083496
"('氣壓', 'wave_dir_sin', 'wave_dir_cos')","(12, 12)",0.5528100152553881,0.07060243900104024,9720.5998889375
"('氣壓', 'wave_dir_sin', 'wave_dir_cos')","(20, 20)",0.31126732251732514,0.23861525422485164,8798.21132237181
"('氣壓', '波高_YJ', '降雨_YJ')","(6, 6)",-0.03742799570413813,-0.8124115584106777,13574.402260024872
"('氣壓', '波高_YJ', '降雨_YJ')","(12, 12)",0.4883304511487321,-0.344829385135462,11692.998615396391
"('氣壓', '波高_YJ', '降雨_YJ')","(20, 20)",0.5830858409803248,-0.13203843250959668,10728.101873085154
"('氣壓', '波高_YJ', '暴風半徑_YJ')","(6, 6)",0.0023844581377368,-0.17786967580529356,10943.114005728541
"('氣壓', '波高_YJ', '暴風半徑_YJ')","(12, 12)",0.6892803023777689,-0.42478474469648697,12035.57743612393
"('氣壓', '波高_YJ', '暴風半徑_YJ')","(20, 20)",0.6269182652896457,-0.13279941228696446,10731.707093906698
"('氣壓', '波高_YJ', '潮位_BC2')","(6, 6)",0.0514802220417131,-0.11605777495390379,10652.109982845257
"('氣壓', '波高_YJ', '潮位_BC2')","(12, 12)",0.6245167846134029,-0.6522183235915449,12960.627248978239
"('氣壓', '波高_YJ', '潮位_BC2')","(20, 20)",0.5470529187059081,-0.3309228681513421,11632.38444124906
"('氣壓', '波高_YJ', '波能_log1p')","(6, 6)",-0.6875686348181187,-2.8319114083702908,19737.858588825653
"('氣壓', '波高_YJ', '波能_log1p')","(12, 12)",0.6311461870946727,-0.16598751709402348,10887.777914854269
"('氣壓', '波高_YJ', '波能_log1p')","(20, 20)",0.6190578060278649,-0.3702464008293791,11802.979103263911
"('氣壓', '波高_YJ', '功率_log1p')","(6, 6)",-0.9868641292365579,-2.795527759079281,19643.9305139804
"('氣壓', '波高_YJ', '功率_log1p')","(12, 12)",0.6419769737982497,-0.48047153201914594,12268.524473901532
"('氣壓', '波高_YJ', '功率_log1p')","(20, 20)",0.6564894604277469,-0.37688665661587906,11831.54333738583
"('氣壓', '波高_YJ', '尖峰週期_BC')","(6, 6)",-0.003194206558413182,-1.176659011946338,14876.045665334357
"('氣壓', '波高_YJ', '尖峰週期_BC')","(12, 12)",0.651987791907618,-0.16945977102422005,10903.977499101245
"('氣壓', '波高_YJ', '尖峰週期_BC')","(20, 20)",0.6236206586134432,-0.18808152244709553,10990.448714521695
"('氣壓', '降雨_YJ', '暴風半徑_YJ')","(6, 6)",0.34665275115373306,0.12508030533279424,9431.405108818268
"('氣壓', '降雨_YJ', '暴風半徑_YJ')","(12, 12)",0.8054218211206956,-0.18296530426821667,10966.759178811435
"('氣壓', '降雨_YJ', '暴風半徑_YJ')","(20, 20)",0.40679682913617576,-0.09963371854250958,10573.440540583299
"('氣壓', '降雨_YJ', '潮位_BC2')","(6, 6)",0.11999292363294278,-0.016310197769825674,10164.954638005811
"('氣壓', '降雨_YJ', '潮位_BC2')","(12, 12)",0.44722043328976235,-0.5863313056503696,12699.576855775738
"('氣壓', '降雨_YJ', '潮位_BC2')","(20, 20)",0.34329068775217686,-0.11874921210210143,10664.946334798586
"('氣壓', '降雨_YJ', '波能_log1p')","(6, 6)",0.13111737706076176,-1.0995790817866866,14610.27605529024
"('氣壓', '降雨_YJ', '波能_log1p')","(12, 12)",0.5631498264305942,-0.1505487537300596,10815.455540595169
"('氣壓', '降雨_YJ', '波能_log1p')","(20, 20)",0.36656595856587104,-0.44956434080072927,12139.786575135555
"('氣壓', '降雨_YJ', '功率_log1p')","(6, 6)",0.08081217353857695,-0.7076172261972116,13176.12077006554
"('氣壓', '降雨_YJ', '功率_log1p')","(12, 12)",0.6536793546694073,-0.12348700312003125,10687.504967162555
"('氣壓', '降雨_YJ', '功率_log1p')","(20, 20)",0.34918543854769546,-0.17894441224837565,10948.105339698495
"('氣壓', '降雨_YJ', '尖峰週期_BC')","(6, 6)",0.04667243997841708,0.11531981075608433,9483.866987394094
"('氣壓', '降雨_YJ', '尖峰週期_BC')","(12, 12)",0.6351074356313546,-0.05331978310567331,10348.381329498228
"('氣壓', '降雨_YJ', '尖峰週期_BC')","(20, 20)",0.3981370795753243,-0.03732768653808338,10269.52337967595
"('氣壓', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",-0.16354874056490076,0.06488362502452538,9750.460656649355
"('氣壓', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",0.5841573706181385,-0.45369608262679306,12157.07548439653
"('氣壓', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",0.5712734387064197,0.051995930587999784,9817.420746761807
"('氣壓', '暴風半徑_YJ', '波能_log1p')","(6, 6)",0.05912218456938245,-1.0867707228789314,14565.643315703644
"('氣壓', '暴風半徑_YJ', '波能_log1p')","(12, 12)",0.47067552628126064,-0.20400502294066358,11063.854419262598
"('氣壓', '暴風半徑_YJ', '波能_log1p')","(20, 20)",0.6154896382259212,-0.10935712214455284,10620.084962237635
"('氣壓', '暴風半徑_YJ', '功率_log1p')","(6, 6)",0.0003382057789961257,-1.0674209291518313,14497.955334946286
"('氣壓', '暴風半徑_YJ', '功率_log1p')","(12, 12)",0.6303233250398291,0.003876789773199274,10063.494949653681
"('氣壓', '暴風半徑_YJ', '功率_log1p')","(20, 20)",0.6127141659317865,-0.0017518821544799668,10091.887179762569
"('氣壓', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",-0.0628730834077833,-0.02754311515683483,10220.975095134923
"('氣壓', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",0.7371180787902616,0.06259198613097439,9762.400807940994
"('氣壓', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",0.6097558175774708,0.0990611582287706,9570.617480666942
"('氣壓', '潮位_BC2', '波能_log1p')","(6, 6)",0.039600983353249686,-1.181990895793072,14894.254496657011
"('氣壓', '潮位_BC2', '波能_log1p')","(12, 12)",0.15014077955668603,-0.44565695975693553,12123.413800391036
"('氣壓', '潮位_BC2', '波能_log1p')","(20, 20)",0.5434449765139047,-0.44785379008982984,12132.621715422738
"('氣壓', '潮位_BC2', '功率_log1p')","(6, 6)",-0.569519274416108,-0.516463975878281,12416.761868433689
"('氣壓', '潮位_BC2', '功率_log1p')","(12, 12)",0.5775465781405029,-0.797411599319382,13518.113024038214
"('氣壓', '潮位_BC2', '功率_log1p')","(20, 20)",0.5568114384083129,-0.05401767137881763,10351.80897712823
"('氣壓', '潮位_BC2', '尖峰週期_BC')","(6, 6)",0.21676759648655008,0.12579839836082762,9427.533886962981
"('氣壓', '潮位_BC2', '尖峰週期_BC')","(12, 12)",0.5927051839791803,-0.4821398567042996,12275.435150258625
"('氣壓', '潮位_BC2', '尖峰週期_BC')","(20, 20)",0.4730768160131221,0.2518102521165837,8721.640466098082
"('氣壓', '波能_log1p', '功率_log1p')","(6, 6)",-0.8286283854011145,-1.8845343314776537,17124.98340661577
"('氣壓', '波能_log1p', '功率_log1p')","(12, 12)",0.6407936323937875,-0.3163095707663217,11568.347416748675
"('氣壓', '波能_log1p', '功率_log1p')","(20, 20)",0.6841595485999441,-0.49388382062523695,12323.972344536183
"('氣壓', '波能_log1p', '尖峰週期_BC')","(6, 6)",-0.06958176778420233,-1.2630766132220645,15168.475398750405
"('氣壓', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.617911571560131,-0.03570734353257321,10261.499563382375
"('氣壓', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.574335133288655,-0.5355961764556891,12494.843309407095
"('氣壓', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.018771402831413875,-0.9069564735616831,13923.957640341638
"('氣壓', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.652709815735109,-0.20112782043363864,11050.626903775548
"('氣壓', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.5852393766666162,-0.08508841207040074,10503.278132857315
"('wind_dir_sin', 'wind_dir_cos', '波高_YJ')","(6, 6)",-0.20591670049263766,-0.20098254668798776,11049.958609161482
"('wind_dir_sin', 'wind_dir_cos', '波高_YJ')","(12, 12)",0.0010226668326591692,-0.44373918251805566,12115.36980255853
"('wind_dir_sin', 'wind_dir_cos', '波高_YJ')","(20, 20)",0.5739597260238952,-0.5217033749976665,12438.19339482793
"('wind_dir_sin', 'wind_dir_cos', '降雨_YJ')","(6, 6)",0.29174052907324255,-0.6329423326402843,12884.801347595629
"('wind_dir_sin', 'wind_dir_cos', '降雨_YJ')","(12, 12)",0.3709802233040822,-0.7874020111365532,13480.420028877572
"('wind_dir_sin', 'wind_dir_cos', '降雨_YJ')","(20, 20)",0.43097547912906664,-0.9854322514426583,14207.571141756533
"('wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ')","(6, 6)",0.4622010872082666,-0.27620248057189944,11390.744104145073
"('wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ')","(12, 12)",0.15642796735447018,-0.47784360669316217,12257.630956021207
"('wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ')","(20, 20)",0.49898925895120516,-0.5187299457334362,12426.03525239057
"('wind_dir_sin', 'wind_dir_cos', '潮位_BC2')","(6, 6)",0.22869209690468884,-0.33668862541149025,11657.553827386493
"('wind_dir_sin', 'wind_dir_cos', '潮位_BC2')","(12, 12)",0.21898699768073948,-0.6064674155528955,12779.923782046832
"('wind_dir_sin', 'wind_dir_cos', '潮位_BC2')","(20, 20)",0.4101537503016285,-0.7831761519646832,13464.475080076074
"('wind_dir_sin', 'wind_dir_cos', '波能_log1p')","(6, 6)",-0.13295856381516136,-0.26907585878737206,11358.895250786263
"('wind_dir_sin', 'wind_dir_cos', '波能_log1p')","(12, 12)",0.07977808585312085,-0.3271589833633257,11615.924451500767
"('wind_dir_sin', 'wind_dir_cos', '波能_log1p')","(20, 20)",0.5598791930087348,-1.4215184867721984,15690.478846143482
"('wind_dir_sin', 'wind_dir_cos', '功率_log1p')","(6, 6)",-0.17950754883833664,-0.16821937267550857,10898.193262503293
"('wind_dir_sin', 'wind_dir_cos', '功率_log1p')","(12, 12)",0.051393334448150196,-0.5025867683609109,12359.818214838102
"('wind_dir_sin', 'wind_dir_cos', '功率_log1p')","(20, 20)",0.5448170592292673,-0.36409048560361357,11776.436458149949
"('wind_dir_sin', 'wind_dir_cos', '尖峰週期_BC')","(6, 6)",-0.022848151723714905,-0.06272231947456253,10394.46650512864
"('wind_dir_sin', 'wind_dir_cos', '尖峰週期_BC')","(12, 12)",0.2842941256826155,-0.5179735516936386,12422.94051207911
"('wind_dir_sin', 'wind_dir_cos', '尖峰週期_BC')","(20, 20)",0.43249881722717953,-0.19358193148962544,11015.860336491241
"('wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(6, 6)",-0.06908681608019496,-0.23429039072565683,11202.139514182281
"('wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(12, 12)",0.21841784493111005,0.24452111609607963,8764.022184899666
"('wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(20, 20)",0.12289023237207009,0.17907086920386506,9135.769565628187
"('wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(6, 6)",0.058552998817245405,-0.2636007601891073,11334.366262652959
"('wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(12, 12)",0.33129150078593517,0.34851320339301173,8138.513954355037
"('wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(20, 20)",0.17842904179707209,-0.051582803452350445,10339.845296747773
"('wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(6, 6)",0.29467543492917936,0.2363984160514243,8811.010393014309
"('wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(12, 12)",0.5032117001707861,0.5754477289059441,6569.886811549474
"('wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(20, 20)",0.17067509339794806,0.20337998525684386,8999.490234959432
"('wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(6, 6)",-0.156274471557184,-0.17787084273623122,10943.119426470492
"('wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(12, 12)",0.015119432760068552,-0.633313858664585,12886.267035228262
"('wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(20, 20)",0.07307000429090771,-0.0596450421452992,10379.406199766321
"('wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(6, 6)",-0.0010895107204942356,-0.4518080031981473,12149.178035150735
"('wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(12, 12)",0.1847927743807397,0.4395172293719726,7548.722085419415
"('wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(20, 20)",0.1301427495017956,0.18393929649505825,9108.639959876675
"('wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(6, 6)",-0.01319964885177538,-0.16589742172919641,10887.357259719063
"('wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(12, 12)",0.2596251815332167,0.24892658437543003,8738.43174556998
"('wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(20, 20)",0.1424248114222424,0.2076161686210951,8975.530060970037
"('wave_dir_sin', 'wave_dir_cos', '尖峰週期_BC')","(6, 6)",-0.031225626204069767,-0.08973595934889445,10525.747418960667
"('wave_dir_sin', 'wave_dir_cos', '尖峰週期_BC')","(12, 12)",0.2835941114181031,0.2618874140530879,8662.706664237394
"('wave_dir_sin', 'wave_dir_cos', '尖峰週期_BC')","(20, 20)",0.13829955772946212,0.10039758550378053,9563.516454265233
"('波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(6, 6)",0.015610133112462177,-0.12742211288586147,10706.205558613343
"('波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(12, 12)",0.4455717183155987,0.09393630135840403,9597.7993988664
"('波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(20, 20)",0.25304658176383865,-0.14094924089841077,10770.242083955218
"('波高_YJ', '降雨_YJ', '潮位_BC2')","(6, 6)",-0.2588407965815043,-0.2975607668766562,11485.665288918837
"('波高_YJ', '降雨_YJ', '潮位_BC2')","(12, 12)",0.11134772945305826,-0.4280149828019797,12049.213099423006
"('波高_YJ', '降雨_YJ', '潮位_BC2')","(20, 20)",0.3149107836799636,-0.23636174313364022,11211.53513618845
"('波高_YJ', '降雨_YJ', '波能_log1p')","(6, 6)",-0.24592241601783194,-0.4921781781166632,12316.934884787182
"('波高_YJ', '降雨_YJ', '波能_log1p')","(12, 12)",-0.00045442979095766667,-0.47377489994065325,12240.745854122091
"('波高_YJ', '降雨_YJ', '波能_log1p')","(20, 20)",0.20059447802925234,-0.6190855013891998,12830.015915393624
"('波高_YJ', '降雨_YJ', '功率_log1p')","(6, 6)",-0.19460007677175573,-0.31244673517202926,11551.360737611285
"('波高_YJ', '降雨_YJ', '功率_log1p')","(12, 12)",0.26925001316844266,-0.30352446417050394,11512.029567410616
"('波高_YJ', '降雨_YJ', '功率_log1p')","(20, 20)",0.20239083418736936,-0.18002759797567047,10953.13361273247
"('波高_YJ', '降雨_YJ', '尖峰週期_BC')","(6, 6)",-0.1514341147774918,-0.35194861779027287,11723.907851430711
"('波高_YJ', '降雨_YJ', '尖峰週期_BC')","(12, 12)",0.3051072643179359,0.09823064158328076,9575.027727948358
"('波高_YJ', '降雨_YJ', '尖峰週期_BC')","(20, 20)",0.31525142828086417,0.09831047250707448,9574.603894392903
"('波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",-0.2528530297551197,-0.17081825094116732,10910.308856344836
"('波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",0.353882097045095,-0.37362070219839616,11817.502885184027
"('波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",0.20456591019173476,0.029579447833037564,9932.813840972369
"('波高_YJ', '暴風半徑_YJ', '波能_log1p')","(6, 6)",-0.1874829933432105,-0.45272001309181387,12152.993426366189
"('波高_YJ', '暴風半徑_YJ', '波能_log1p')","(12, 12)",0.27364353819271614,0.19532436208593285,9044.878340851299
"('波高_YJ', '暴風半徑_YJ', '波能_log1p')","(20, 20)",0.1972127109012629,-0.10333324007709943,10591.211833549836
"('波高_YJ', '暴風半徑_YJ', '功率_log1p')","(6, 6)",-0.1936255999276486,-0.3591783703131266,11755.213751370027
"('波高_YJ', '暴風半徑_YJ', '功率_log1p')","(12, 12)",0.39294810573491856,0.0027785300770287735,10069.041093985015
"('波高_YJ', '暴風半徑_YJ', '功率_log1p')","(20, 20)",0.18396542266253657,0.07128355135112208,9717.037347792464
"('波高_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",-0.18504478737059538,-0.3762535637225468,11828.822951072372
"('波高_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",0.6666067519299057,-0.15348992366508507,10829.27059594199
"('波高_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",0.18843644481749033,0.14807485129020304,9306.642309252717
