feature,h1_index,h2_index,"|W1[i,j]|","|W2[j,k]|","|W3[k,0]|",path_contrib_abs
風速,15,16,0.400630982,0.450923668,0.544838227,0.098427201
風速,11,11,0.359657869,0.455600711,0.584426061,0.095764277
風速,2,4,0.499501182,0.353076307,0.522711161,0.092186403
風速,8,16,0.377976127,0.410110854,0.544838227,0.084456524
風速,15,19,0.400630982,0.450098861,0.446431716,0.080502151
風速,12,1,0.524207975,0.386908444,0.396380165,0.08039402
風速,16,19,0.401398072,0.442419676,0.446431716,0.079280203
風速,8,14,0.377976127,0.364653379,0.572824514,0.078952559
風速,16,14,0.401398072,0.30885904,0.572824514,0.071016162
風速,11,16,0.359657869,0.35559248,0.544838227,0.069680251
風速,7,14,0.29182582,0.413323085,0.572824514,0.069093147
風速,11,4,0.359657869,0.366291125,0.522711161,0.068861699
風速,2,16,0.499501182,0.248634266,0.544838227,0.067665154
風速,12,19,0.524207975,0.283183245,0.446431716,0.066271411
風速,20,4,0.267387218,0.460966436,0.522711161,0.064427565
風速,6,11,0.273871451,0.401620006,0.584426061,0.06428234
風速,15,11,0.400630982,0.268310991,0.584426061,0.062822117
風速,15,17,0.400630982,0.356827969,0.438510316,0.06268783
風速,11,14,0.359657869,0.297225971,0.572824514,0.061234745
風速,8,5,0.377976127,0.41738553,0.375866085,0.059297297
風速,15,1,0.400630982,0.369792514,0.396380165,0.058723855
風速,8,15,0.377976127,0.389064881,0.397304743,0.058426538
風速,12,13,0.524207975,0.455742672,0.241860853,0.057781511
風速,3,11,0.30116308,0.326349668,0.584426061,0.057440006
風速,6,4,0.273871451,0.394113582,0.522711161,0.056419592
風速,15,12,0.400630982,0.439714348,0.319460021,0.056277097
風速,13,19,0.362247604,0.34611818,0.446431716,0.055973824
風速,10,15,0.319531972,0.43887162,0.397304743,0.05571544
風速,13,5,0.362247604,0.399227246,0.375866085,0.05435742
風速,10,19,0.319531972,0.378252418,0.446431716,0.053957407
風速,12,12,0.524207975,0.31894031,0.319460021,0.053410858
