Features,Architecture,R2_train,R2_test,RMSE_test
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '潮位_BC2')","(20, 20)",-0.0537111259460219,0.7222899442371347,7531.209447118845
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p')","(6, 6)",-0.36955024677429815,-0.5288365266227615,17670.524805968784
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p')","(12, 12)",-0.6726665076827298,-0.15705718682483405,15372.564892660179
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '波能_log1p')","(20, 20)",0.04080425003600863,0.6073862685060725,8954.712878524993
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '功率_log1p')","(6, 6)",-0.26689376372387863,-0.4059558201695743,16945.514517190648
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '功率_log1p')","(12, 12)",-0.8193683375772545,-0.3136610637642425,16379.875137059384
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '功率_log1p')","(20, 20)",-0.0384209039022243,0.6339935221203404,8645.961730550407
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '尖峰週期_BC')","(6, 6)",-0.34261431424863265,-0.20857384072428453,15711.061108553691
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '尖峰週期_BC')","(12, 12)",-0.8015609928842775,-0.45875605388958807,17260.773696106156
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ', '尖峰週期_BC')","(20, 20)",3.213147190705978e-05,0.7229015086572035,7522.912379482454
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",0.0051958786154905345,-0.17451789051047428,15488.12129430756
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",-0.8128844715806662,-0.1759773270474163,15497.740948818451
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",-0.08332377827523763,0.7765752207169387,6755.143694374049
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p')","(6, 6)",-0.23404473523160485,-0.3479792892419338,16592.45057761149
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p')","(12, 12)",-0.9381437551005554,-0.35895663769324293,16659.87438602859
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '波能_log1p')","(20, 20)",-0.030023289590553892,0.6632846947173192,8292.78396399099
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '功率_log1p')","(6, 6)",-0.18655523943980556,-0.2968484026336464,16274.720119501315
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '功率_log1p')","(12, 12)",-1.1817560714529929,-0.6679382667825893,18456.906375644914
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '功率_log1p')","(20, 20)",-0.07705399348413011,0.6952329808614306,7889.56223903283
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",-0.14062615727140848,-0.04636836833246227,14618.783155989297
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",-1.2864815633315634,-1.1535712758796555,20972.42007125236
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",-0.004712005711589473,0.7711789824199465,6836.23335909147
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '波能_log1p')","(6, 6)",-0.20351667309392063,-0.434645816868126,17117.536834931947
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '波能_log1p')","(12, 12)",0.06161226251778684,0.6575296599602986,8363.352567718448
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '波能_log1p')","(20, 20)",0.055334543890325105,0.6388601008175491,8588.289176442158
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '功率_log1p')","(6, 6)",-0.14771796141011895,-0.3875918230803077,16834.483212000334
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '功率_log1p')","(12, 12)",-0.4778532485723246,0.4205393922871987,10878.797221872235
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '功率_log1p')","(20, 20)",-0.09623319768279925,0.6793902117083631,8092.026783934411
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '尖峰週期_BC')","(6, 6)",-0.1225392518026378,-0.15950861445492093,15388.841007379926
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '尖峰週期_BC')","(12, 12)",-0.7697882672218073,-0.056506693853457524,14689.433565412597
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2', '尖峰週期_BC')","(20, 20)",-0.05004326770215828,0.7376715118869384,7319.672516030361
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p', '功率_log1p')","(6, 6)",-0.7245143905402531,-0.7922949273833273,19132.58540941843
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p', '功率_log1p')","(12, 12)",-0.8593081185433693,-0.1567335702544017,15370.414970994494
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p', '功率_log1p')","(20, 20)",0.17204714725629056,0.6514218755251424,8437.601055655243
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p', '尖峰週期_BC')","(6, 6)",-0.6359390979479556,-0.3857276743626272,16823.171338140382
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p', '尖峰週期_BC')","(12, 12)",-0.8172986066680308,-0.19491388138338595,15622.021317679113
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.5912494597019506,0.5268658249256715,9830.171219257936
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.3588278484643257,-0.24843615031812005,15968.057610568188
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '功率_log1p', '尖峰週期_BC')","(12, 12)",-0.9234466637596417,-0.017188939763039368,14413.509462791142
"('風速', '氣壓', 'wave_dir_sin', 'wave_dir_cos', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.4244305796338801,0.6149472803337421,8868.068120617669
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",-0.014542745444499738,0.09266363426851398,13612.976089854426
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",0.16289930696103339,0.24296634343315227,12434.44818410641
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",0.13349746569826804,0.6392649671008761,8583.473752001748
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(6, 6)",-0.22572489858434275,-0.1288799903840423,15184.231292624
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(12, 12)",0.46185739315676744,0.4239232080014719,10846.9868247855
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '波能_log1p')","(20, 20)",0.08641044337376724,0.4913120409756707,10192.826968488695
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(6, 6)",-0.1636006597057762,-0.05720779394032216,14694.306726749388
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(12, 12)",0.4958779807293401,0.3547241801320892,11479.992876024751
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '功率_log1p')","(20, 20)",0.2814236398183815,0.5371869895332515,9722.360098670433
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",-0.2204145920585261,-0.04872714851077231,14635.251106368045
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",0.33706615061526535,0.21216239344268084,12684.906683450035
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",0.2794926598090116,0.5812719451969757,9247.725981408013
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '波能_log1p')","(6, 6)",0.0795348993777577,0.032308391066972475,14058.449025155423
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '波能_log1p')","(12, 12)",-0.2492935524145512,0.3020490757354096,11939.368765994217
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '波能_log1p')","(20, 20)",0.10097084132498546,0.47268199110859066,10377.79827787385
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '功率_log1p')","(6, 6)",0.05772052734054023,0.052545301040255454,13910.673263068666
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '功率_log1p')","(12, 12)",-0.06576007942307438,0.4033090357055823,11039.353833917832
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '功率_log1p')","(20, 20)",0.13967012613450847,0.5072004985117997,10032.381827331308
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(6, 6)",-0.0854692150004317,-0.04110628556392615,14581.978620618029
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(12, 12)",-0.05526066203871194,0.24414432354007243,12424.770123577073
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '潮位_BC2', '尖峰週期_BC')","(20, 20)",0.3013522667598745,0.48797302399944353,10226.225002175179
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '波能_log1p', '功率_log1p')","(6, 6)",-0.5907684488748286,-0.5384684475447405,17726.101011160248
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '波能_log1p', '功率_log1p')","(12, 12)",-0.02593377220441262,0.3508806279465193,11514.13210749854
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '波能_log1p', '功率_log1p')","(20, 20)",-0.0019441836141065316,0.5247635807506096,9851.98587229257
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(6, 6)",-0.5783150788171139,-0.5557742678158997,17825.520293464804
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.2076981550445457,0.4142382663855071,10937.78598206248
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.01126808125832246,0.4888377732247986,10217.585948522217
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.31623586961959527,-0.3497808126393074,16603.53446723952
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.024020321690275126,0.4933491273113273,10172.397452329882
"('風速', '氣壓', '波高_YJ', '降雨_YJ', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.06333943076897419,0.510595434484151,9997.76515656231
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(6, 6)",0.005575430424749284,-0.07794049481621168,14837.69079693898
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(12, 12)",-0.08176435685960093,0.587397127834228,9179.838617326926
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(20, 20)",0.4510185284343976,0.5291553279779246,9806.358206757393
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(6, 6)",0.12811575749586634,0.08533209411422293,13667.863826958423
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(12, 12)",-0.17580389044446654,0.5421752272034823,9669.823946729426
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(20, 20)",0.5527450176478527,0.4908047700127671,10197.907919070562
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(6, 6)",0.044847711127019574,0.05817679843597201,13869.270400142062
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(12, 12)",0.09734297944150971,0.6417371052017088,8554.011667175715
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(20, 20)",0.5888772957353532,0.48275734693889805,10278.176901936342
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(6, 6)",-0.5421745282195647,-0.49952332898487684,17500.30171688206
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(12, 12)",0.27316158388152445,0.6467866525514615,8493.515354138353
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(20, 20)",0.5312503704732838,0.5236226619773412,9863.804808089073
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(6, 6)",-0.6316129995652533,-0.4886298848466557,17436.619462911982
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.3951815763228219,0.7112815606151577,7679.026807106352
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.5691143638882846,0.5875143416135609,9178.534603127995
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.339258423595582,-0.3138822967873591,16381.254342410875
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.2913533717494572,0.6859129107057997,8009.28901314371
"('風速', '氣壓', '波高_YJ', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.5744110210352207,0.5406879890240315,9685.517364553165
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(6, 6)",-0.96633917679943,-0.7203805757669148,18744.81627663332
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(12, 12)",-0.0817008107182573,0.5928412073583695,9119.075929397979
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(20, 20)",0.47343158855872836,0.6006352020082855,9031.373714639436
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(6, 6)",-0.7745876166367782,-0.4606444319039731,17271.94222688231
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.03963233192128002,0.6941439941307198,7903.6450742440165
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.45186414460192514,0.5673608547740857,9400.086041998657
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.49053143025376666,-0.28934058045096034,16227.542260069635
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(12, 12)",-0.05049143899611552,0.6292049778263751,8702.336460747207
"('風速', '氣壓', '波高_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.09840640786417343,0.6383482933066773,8594.372684072749
"('風速', '氣壓', '波高_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.15291293532808603,0.3710394198166509,11333.932881426563
"('風速', '氣壓', '波高_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(12, 12)",-0.030492381049298745,0.3748006760372218,11299.992956582844
"('風速', '氣壓', '波高_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.2794345239312924,0.5399111499571321,9693.704511185513
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(6, 6)",0.1681970015177301,0.04495170656190539,13966.307164459771
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(12, 12)",0.007487562588834651,0.4955981899108728,10149.794308719862
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '波能_log1p')","(20, 20)",0.2151273080034828,0.48846735321589274,10221.287427869654
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(6, 6)",0.18489932265586462,0.07583279609367422,13738.654410631028
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(12, 12)",-0.05887143055372679,0.5646527871576994,9429.459664391541
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '功率_log1p')","(20, 20)",0.17299022296874245,0.5176896785533772,9925.038517758143
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(6, 6)",0.14909878647911212,0.008468479920671679,14230.566373299287
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(12, 12)",0.08736603042889635,0.6947449794148628,7895.876206010012
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '潮位_BC2', '尖峰週期_BC')","(20, 20)",-0.16630968445522565,0.6988017794068455,7843.233126061304
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(6, 6)",-0.418872638335013,-0.5577748576001837,17836.977642223785
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(12, 12)",0.11621270162445396,0.34681854848234595,11550.10266845622
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '波能_log1p', '功率_log1p')","(20, 20)",0.2949751508953129,0.5993254467322335,9046.171221590545
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(6, 6)",-0.5776001522128957,-0.44831072787290105,17198.865361496566
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.24556728712402953,0.504342600961877,10061.430223985015
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '波能_log1p', '尖峰週期_BC')","(20, 20)",-0.24033713044950922,0.6966441129817738,7871.27592331565
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.24682224573107692,-0.21967348344235482,15783.04206278113
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.3397708678622765,0.5121172239175917,9982.209172691591
"('風速', '氣壓', '降雨_YJ', '暴風半徑_YJ', '功率_log1p', '尖峰週期_BC')","(20, 20)",-0.3022202558112326,0.7488030730615801,7162.688822077973
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(6, 6)",-0.7498783662675612,-0.6526582180227427,18372.16963349295
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(12, 12)",-0.03218937728350091,0.2919645990412092,12025.313552323878
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(20, 20)",-0.14005496391804617,0.7119968083212926,7669.5092090069975
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(6, 6)",-0.6966106240817298,-0.3322670694755898,16495.465263138376
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.22081884917268502,0.5253840882181389,9845.551992918896
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(20, 20)",-0.09811887169173739,0.6923033372521665,7927.3916682442305
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.47134394026358706,-0.1813472062839876,15533.084406747419
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.26507604293317066,0.4387837422013715,10706.167770501886
"('風速', '氣壓', '降雨_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(20, 20)",-0.15180080747911684,0.7503914657401516,7140.0070062514005
"('風速', '氣壓', '降雨_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.018526268292864523,0.20284179014501347,12759.721181456733
"('風速', '氣壓', '降雨_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.018854326180467007,0.2705640414984518,12205.694824741207
"('風速', '氣壓', '降雨_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(20, 20)",-0.9232714864682314,0.5588883940599276,9491.681684265934
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(6, 6)",-0.5256451757959153,-0.42220178370608585,17043.136896153854
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(12, 12)",-0.12017232250286058,0.40220151399148296,11049.59419009253
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '波能_log1p', '功率_log1p')","(20, 20)",0.5455669713048816,0.6088141701626251,8938.414293791362
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(6, 6)",-0.6464804575659389,-0.3485990245272752,16596.264340014786
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(12, 12)",-0.01729122441748543,0.4400158636312189,10694.408892599362
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '波能_log1p', '尖峰週期_BC')","(20, 20)",0.3615454652738811,0.680771577615062,8074.575482302686
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.4289445481777061,-0.20018492952664468,15656.439620659803
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.04159286457379063,0.43898037258182654,10704.29207442373
"('風速', '氣壓', '暴風半徑_YJ', '潮位_BC2', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.29384182936841563,0.6624791580144549,8302.697607995831
"('風速', '氣壓', '暴風半徑_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.09893332122519483,0.28093327957647396,12118.629765127384
"('風速', '氣壓', '暴風半徑_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.03784781604892784,0.25982678135169124,12295.200252168259
"('風速', '氣壓', '暴風半徑_YJ', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.594943508815134,0.5732045757736377,9336.386032269233
"('風速', '氣壓', '潮位_BC2', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(6, 6)",0.068653246570333,0.2721364731963569,12192.53193108864
"('風速', '氣壓', '潮位_BC2', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(12, 12)",-0.1269079417447052,0.28126844804806095,12115.805092585539
"('風速', '氣壓', '潮位_BC2', '波能_log1p', '功率_log1p', '尖峰週期_BC')","(20, 20)",0.2256636454569605,0.68206780324834,8058.1654176358925
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(6, 6)",-0.44035112488327655,-0.32851093405080944,16472.195554016413
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(12, 12)",-0.2178488422004481,0.34610219740419645,11556.43449340067
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(20, 20)",0.11647129720362903,0.06346870640575186,13830.251245184973
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(6, 6)",0.19516476406712413,0.07723195818683326,13728.250511039621
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(12, 12)",-0.21071009122266893,0.06176840343186518,13842.800187125711
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(20, 20)",-0.3853688873273826,0.04482311566792274,13967.247367948685
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(6, 6)",0.2206493774320456,-0.06085663224149451,14719.64278921435
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(12, 12)",-0.13981866720459246,0.2827951739854171,12102.930085661948
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(20, 20)",0.6080277957928633,-0.049381699040893956,14639.817602579953
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(6, 6)",0.2080364401042185,-0.08651955182595894,14896.618504319955
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(12, 12)",-0.38087533294028386,0.2738546200491251,12178.132983583793
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(20, 20)",0.4324600899436445,0.0381882199461675,14015.673402171007
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(6, 6)",-0.4553375505215549,-0.44546185628002677,17181.941687395378
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(12, 12)",-0.07860100714167073,0.3469615814036988,11548.837985133247
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(20, 20)",0.6191820623748104,-0.15271485061320256,15343.691820014814
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(6, 6)",-0.36498256195347256,-0.33033300112121955,16483.487580464018
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(12, 12)",-0.21699438302056073,0.33484218492793016,11655.509748421573
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(20, 20)",0.6091577551278415,-0.21465585302927082,15750.543574591344
"('風速', 'wind_dir_sin', 'wind_dir_cos', 'wave_dir_sin', 'wave_dir_cos', '尖峰週期_BC')","(6, 6)",0.2152399696242676,-0.01714668064437186,14413.21005502656
