Features,Architecture,R2_train,R2_test,RMSE_test
"('風速', '暴風半徑_YJ', '功率_log1p')","(20, 20)",-0.08848173333618137,-0.0047292497638937725,14324.960916844178
"('風速', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",-0.5547136935087493,-0.9172773710714812,19788.43260609377
"('風速', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",-0.1103875475156475,-0.1600047924169541,15392.133258506847
"('風速', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",0.15505891285861517,-0.1061254294059899,15030.419822663169
"('風速', '潮位_BC2', '波能_log1p')","(6, 6)",-2.9478089714379636,-2.5612509423952208,26969.33335992429
"('風速', '潮位_BC2', '波能_log1p')","(12, 12)",-0.23068899844729196,-0.3205822388036903,16422.968083583153
"('風速', '潮位_BC2', '波能_log1p')","(20, 20)",-0.9212884366354226,-0.43475252983424806,17118.173448213103
"('風速', '潮位_BC2', '功率_log1p')","(6, 6)",-0.3304963087581516,-0.7131053182046279,18705.139634703562
"('風速', '潮位_BC2', '功率_log1p')","(12, 12)",-0.12146883305121992,-0.251298167233621,15986.350371822693
"('風速', '潮位_BC2', '功率_log1p')","(20, 20)",-0.22597736393393553,-0.11531012990215483,15092.693282079566
"('風速', '潮位_BC2', '尖峰週期_BC')","(6, 6)",-0.16116084145777387,-1.212077857162817,21255.392409331835
"('風速', '潮位_BC2', '尖峰週期_BC')","(12, 12)",-0.12539592055832616,-0.20905516747644737,15714.189341593923
"('風速', '潮位_BC2', '尖峰週期_BC')","(20, 20)",0.1552697147530382,-0.19399038569297256,15615.983368779189
"('風速', '波能_log1p', '功率_log1p')","(6, 6)",-3.785230004207981,-2.5897582806765644,27077.06115922565
"('風速', '波能_log1p', '功率_log1p')","(12, 12)",-0.0017731994036744858,-0.06508416192609845,14748.94262745789
"('風速', '波能_log1p', '功率_log1p')","(20, 20)",-1.4360353162299737,-0.6098137110967166,18132.46024417632
"('風速', '波能_log1p', '尖峰週期_BC')","(6, 6)",-3.143334920760685,-1.71238138753349,23536.63111049331
"('風速', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.05156738164507779,0.052539817489524854,13910.713518171231
"('風速', '波能_log1p', '尖峰週期_BC')","(20, 20)",-1.3294131828396196,-0.6803115038378975,18525.239153519982
"('風速', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.7730539469942082,-0.9927922996852085,20174.368120229585
"('風速', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.06477211798738192,0.03810539368873933,14016.276867841965
"('風速', '功率_log1p', '尖峰週期_BC')","(20, 20)",-0.4561378953753543,-0.3529969841403948,16623.30361875465
"('氣壓', 'wind_dir_sin', 'wind_dir_cos')","(6, 6)",0.20147914418322266,-0.91479267133461,19775.606018165618
"('氣壓', 'wind_dir_sin', 'wind_dir_cos')","(12, 12)",-0.2621331407055256,-0.5983925775982772,18068.02363507851
"('氣壓', 'wind_dir_sin', 'wind_dir_cos')","(20, 20)",0.27326021270639766,-0.3246286735221109,16448.109887650233
"('氣壓', 'wave_dir_sin', 'wave_dir_cos')","(6, 6)",-2.8197205654398174,-1.994632798192443,24730.9449835368
"('氣壓', 'wave_dir_sin', 'wave_dir_cos')","(12, 12)",-0.22058715169607224,-0.36554911946395974,16700.235144174065
"('氣壓', 'wave_dir_sin', 'wave_dir_cos')","(20, 20)",-0.14189826143982476,-0.47684274034589835,17367.44967711755
"('氣壓', '波高_YJ', '降雨_YJ')","(6, 6)",-0.41415305656374923,-0.8131521799865145,19243.588041893505
"('氣壓', '波高_YJ', '降雨_YJ')","(12, 12)",-0.13132209848243348,-0.17580352766061091,15496.59568974833
"('氣壓', '波高_YJ', '降雨_YJ')","(20, 20)",-0.18449873269861272,-0.5758296176477329,17940.046000578364
"('氣壓', '波高_YJ', '暴風半徑_YJ')","(6, 6)",-0.9564053878708727,-1.532316080035419,22741.95936901509
"('氣壓', '波高_YJ', '暴風半徑_YJ')","(12, 12)",0.15730757303498755,0.2133270215776899,12675.527426364702
"('氣壓', '波高_YJ', '暴風半徑_YJ')","(20, 20)",-0.3629220346389981,-0.646032281469866,18335.303241866048
"('氣壓', '波高_YJ', '潮位_BC2')","(6, 6)",-0.7526136439635274,-1.8222822986795566,24008.72785775074
"('氣壓', '波高_YJ', '潮位_BC2')","(12, 12)",0.13489242299481385,0.0402104720957287,14000.931360037717
"('氣壓', '波高_YJ', '潮位_BC2')","(20, 20)",-0.5968635697744518,-0.8740246877891538,19563.951469453095
"('氣壓', '波高_YJ', '波能_log1p')","(6, 6)",-0.80138071224814,-0.7987044773299277,19166.765559678744
"('氣壓', '波高_YJ', '波能_log1p')","(12, 12)",-0.11541789030094973,-0.0883067360876526,14908.864976665405
"('氣壓', '波高_YJ', '波能_log1p')","(20, 20)",-0.792350726114398,-1.116106119471667,20789.193639525296
"('氣壓', '波高_YJ', '功率_log1p')","(6, 6)",-0.7085729682154338,-1.067122124429659,20547.16888353094
"('氣壓', '波高_YJ', '功率_log1p')","(12, 12)",-0.020537877848006092,-0.09643567329677727,14964.441109769703
"('氣壓', '波高_YJ', '功率_log1p')","(20, 20)",-0.5033196773412043,-0.8852222090581174,19622.3128931606
"('氣壓', '波高_YJ', '尖峰週期_BC')","(6, 6)",-0.8923946570667065,-1.570014556401222,22910.613268726836
"('氣壓', '波高_YJ', '尖峰週期_BC')","(12, 12)",0.07937253513701603,0.14393130705139134,13222.793948421846
"('氣壓', '波高_YJ', '尖峰週期_BC')","(20, 20)",-0.6052317366058815,-0.852418666564944,19450.84608338226
"('氣壓', '降雨_YJ', '暴風半徑_YJ')","(6, 6)",0.028224602426263234,-0.6069648902174944,18116.409006491584
"('氣壓', '降雨_YJ', '暴風半徑_YJ')","(12, 12)",-0.3020173233858181,-0.4224219164193459,17044.45583937441
"('氣壓', '降雨_YJ', '暴風半徑_YJ')","(20, 20)",0.30605521274370084,-0.050737624577224194,14649.272739062488
"('氣壓', '降雨_YJ', '潮位_BC2')","(6, 6)",-0.0803525561946814,-0.31939792190212035,16415.60225629163
"('氣壓', '降雨_YJ', '潮位_BC2')","(12, 12)",-0.2431921772412795,-0.5608401684821385,17854.518370500668
"('氣壓', '降雨_YJ', '潮位_BC2')","(20, 20)",0.4151354595305482,0.39334222810609254,11131.169749824761
"('氣壓', '降雨_YJ', '波能_log1p')","(6, 6)",-2.7622354543228367,-1.514392344944734,22661.33264402835
"('氣壓', '降雨_YJ', '波能_log1p')","(12, 12)",-0.1897336751866716,-0.31717151870116145,16401.746246725965
"('氣壓', '降雨_YJ', '波能_log1p')","(20, 20)",-1.2242449871063443,-1.5831190077026336,22968.94937227414
"('氣壓', '降雨_YJ', '功率_log1p')","(6, 6)",-0.32319443321588914,-1.3085898261435887,21714.123902549814
"('氣壓', '降雨_YJ', '功率_log1p')","(12, 12)",-0.16408351051039638,-0.32996540498875815,16481.210073663384
"('氣壓', '降雨_YJ', '功率_log1p')","(20, 20)",-0.7489039796364947,-1.241403812692246,21395.82199554783
"('氣壓', '降雨_YJ', '尖峰週期_BC')","(6, 6)",0.07222619172628508,-0.37109060921441395,16734.086172658397
"('氣壓', '降雨_YJ', '尖峰週期_BC')","(12, 12)",-0.3177508653165353,-0.5459269884967539,17769.017392460562
"('氣壓', '降雨_YJ', '尖峰週期_BC')","(20, 20)",0.4802712876540355,0.3326906668491073,11674.344973362862
"('氣壓', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",-0.02717159376432665,-0.20291268821098152,15674.221359835397
"('氣壓', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",0.07082458201648523,-0.015799166048171776,14403.659589923984
"('氣壓', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",0.5101437396043303,0.2730471905240869,12184.901774311295
"('氣壓', '暴風半徑_YJ', '波能_log1p')","(6, 6)",-3.0150159439244746,-2.14174479976852,25331.119013499003
"('氣壓', '暴風半徑_YJ', '波能_log1p')","(12, 12)",-0.08902543164688614,-0.24166313271821482,15924.683737995681
"('氣壓', '暴風半徑_YJ', '波能_log1p')","(20, 20)",-1.6779213278323626,-1.915251849359934,24400.962791227805
"('氣壓', '暴風半徑_YJ', '功率_log1p')","(6, 6)",-0.08809325029532178,-0.5233637794491641,17638.869029601752
"('氣壓', '暴風半徑_YJ', '功率_log1p')","(12, 12)",-0.02644294507488354,-0.18016387860127137,15525.302895151493
"('氣壓', '暴風半徑_YJ', '功率_log1p')","(20, 20)",-0.014049965166837097,-0.43444373908035594,17116.33124266973
"('氣壓', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",-0.1558083537616488,-0.25048643662958425,15981.164271745562
"('氣壓', '暴風半徑_YJ', '尖峰週期_BC')","(12, 12)",0.01933819451855212,-0.10289728909213536,15008.471246443918
"('氣壓', '暴風半徑_YJ', '尖峰週期_BC')","(20, 20)",0.4713388615298173,0.2224802325161016,12601.56960297411
"('氣壓', '潮位_BC2', '波能_log1p')","(6, 6)",-2.474718748035624,-2.075927409699227,25064.379869107503
"('氣壓', '潮位_BC2', '波能_log1p')","(12, 12)",-0.0562614704279345,-0.21138226727643428,15729.304825441139
"('氣壓', '潮位_BC2', '波能_log1p')","(20, 20)",-1.0059746614020382,-1.2351119939310267,21365.77090927947
"('氣壓', '潮位_BC2', '功率_log1p')","(6, 6)",-0.22083909950290592,-1.391048505730808,22098.51630644072
"('氣壓', '潮位_BC2', '功率_log1p')","(12, 12)",0.07485848058619371,-0.0938969164103014,14947.106260091608
"('氣壓', '潮位_BC2', '功率_log1p')","(20, 20)",-0.25567105992478667,-0.5499120255993419,17791.90483145875
"('氣壓', '潮位_BC2', '尖峰週期_BC')","(6, 6)",-0.09176448323195596,-0.6331533331651158,18263.43249427153
"('氣壓', '潮位_BC2', '尖峰週期_BC')","(12, 12)",-0.02658123945725621,-0.19097498197674034,15596.251944322496
"('氣壓', '潮位_BC2', '尖峰週期_BC')","(20, 20)",0.3678554347079257,0.393903624098764,11126.018212383222
"('氣壓', '波能_log1p', '功率_log1p')","(6, 6)",-3.653401352835435,-3.634964174988113,30767.49323400006
"('氣壓', '波能_log1p', '功率_log1p')","(12, 12)",-0.03758120566428369,-0.10364598344956932,15013.564581741235
"('氣壓', '波能_log1p', '功率_log1p')","(20, 20)",-1.2298342297623286,-1.1143236003344832,20780.43582197041
"('氣壓', '波能_log1p', '尖峰週期_BC')","(6, 6)",-2.9545999112814854,-2.374793887970282,26253.822812730006
"('氣壓', '波能_log1p', '尖峰週期_BC')","(12, 12)",0.028116135547488597,0.045237010489475704,13964.220913981648
"('氣壓', '波能_log1p', '尖峰週期_BC')","(20, 20)",-2.220426122146177,-2.159013715781886,25400.641131211825
"('氣壓', '功率_log1p', '尖峰週期_BC')","(6, 6)",-0.698767741106677,-1.3416734508701418,21869.159343215506
"('氣壓', '功率_log1p', '尖峰週期_BC')","(12, 12)",0.08279261574040075,0.13827609603460045,13266.39710844739
"('氣壓', '功率_log1p', '尖峰週期_BC')","(20, 20)",-0.5944385405816481,-0.9037131702929679,19718.309549626516
"('wind_dir_sin', 'wind_dir_cos', '波高_YJ')","(6, 6)",-0.08090253049620943,-0.6372795079061613,18286.489293082246
"('wind_dir_sin', 'wind_dir_cos', '波高_YJ')","(12, 12)",0.03331047775004026,-0.031157390911782157,14512.138094665734
"('wind_dir_sin', 'wind_dir_cos', '波高_YJ')","(20, 20)",0.02326637150213695,-0.09699395329374716,14968.250400707017
"('wind_dir_sin', 'wind_dir_cos', '降雨_YJ')","(6, 6)",-0.3430448680335161,-0.45088501237199075,17214.143545654384
"('wind_dir_sin', 'wind_dir_cos', '降雨_YJ')","(12, 12)",-0.23206840354838665,-0.19144049394711882,15599.29967109075
"('wind_dir_sin', 'wind_dir_cos', '降雨_YJ')","(20, 20)",0.15845102881283746,0.013009902203076518,14197.939481878282
"('wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ')","(6, 6)",0.05440211885545421,-0.42692394748138196,17071.407775168787
"('wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ')","(12, 12)",0.3534272080381101,0.11572110657834567,13438.894743662344
"('wind_dir_sin', 'wind_dir_cos', '暴風半徑_YJ')","(20, 20)",0.43138312819280167,0.10257033312446617,13538.45588020259
"('wind_dir_sin', 'wind_dir_cos', '潮位_BC2')","(6, 6)",-0.32671572249417835,-0.5887117237208388,18013.224973320506
"('wind_dir_sin', 'wind_dir_cos', '潮位_BC2')","(12, 12)",-0.016236176837934657,-0.061040490542930925,14720.918273191
"('wind_dir_sin', 'wind_dir_cos', '潮位_BC2')","(20, 20)",0.17520137820693504,-0.053859243809311064,14671.017243393493
"('wind_dir_sin', 'wind_dir_cos', '波能_log1p')","(6, 6)",-3.134082943270383,-1.4355296165810532,22303.120481036396
"('wind_dir_sin', 'wind_dir_cos', '波能_log1p')","(12, 12)",-0.03097679041302004,-0.10369022708466469,15013.86551520435
"('wind_dir_sin', 'wind_dir_cos', '波能_log1p')","(20, 20)",-0.5490149573887178,-0.32062977827182504,16423.263685068105
"('wind_dir_sin', 'wind_dir_cos', '功率_log1p')","(6, 6)",0.009697330511971303,-0.6763300726423593,18503.278728982972
"('wind_dir_sin', 'wind_dir_cos', '功率_log1p')","(12, 12)",0.07930580853017288,0.019612073517357276,14150.373395769995
"('wind_dir_sin', 'wind_dir_cos', '功率_log1p')","(20, 20)",0.05965289574806909,-0.040396740887775895,14577.008749186594
"('wind_dir_sin', 'wind_dir_cos', '尖峰週期_BC')","(6, 6)",0.08601901290760372,-0.5347608236320174,17704.72866507688
"('wind_dir_sin', 'wind_dir_cos', '尖峰週期_BC')","(12, 12)",0.007372183492179829,-0.06829218791492941,14771.137782731403
"('wind_dir_sin', 'wind_dir_cos', '尖峰週期_BC')","(20, 20)",0.3120975061219424,0.014401635097278986,14187.925850505904
"('wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(6, 6)",-1.5289368224384323,-0.9541981678459948,19978.055891765183
"('wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(12, 12)",-0.21724362669528197,-0.34561191840072625,16577.874038634178
"('wave_dir_sin', 'wave_dir_cos', '波高_YJ')","(20, 20)",0.2913674187509625,0.12583218867716928,13361.841885723466
"('wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(6, 6)",-1.0453771601848505,-1.2302868577632262,21342.696348972877
"('wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(12, 12)",-0.33430262098682473,-0.3518691731533601,16616.37387197073
"('wave_dir_sin', 'wave_dir_cos', '降雨_YJ')","(20, 20)",0.195380589319753,-0.04786409796291902,14629.22782317319
"('wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(6, 6)",-1.0153855716352171,-0.8786643638875082,19588.15453522098
"('wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(12, 12)",-0.038931932695231763,-0.10243868725079452,15005.35054414837
"('wave_dir_sin', 'wave_dir_cos', '暴風半徑_YJ')","(20, 20)",0.4492761148786709,0.14648957483222058,13203.021727891897
"('wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(6, 6)",-1.11877886346003,-1.3067630727349426,21705.531167850397
"('wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(12, 12)",-0.24550669032407368,-0.4239078956593916,17053.35653748755
"('wave_dir_sin', 'wave_dir_cos', '潮位_BC2')","(20, 20)",0.19798537466464172,-0.20870243692558232,15711.896940410988
"('wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(6, 6)",-2.437974195512319,-1.2064629662047626,21228.39911417787
"('wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(12, 12)",-0.25294502323387236,-0.3118931805868719,16368.84966951235
"('wave_dir_sin', 'wave_dir_cos', '波能_log1p')","(20, 20)",-1.3392833575590868,-0.17540855113267417,15493.992658915546
"('wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(6, 6)",-1.4639335457555394,-1.006128249934874,20241.759928199037
"('wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(12, 12)",-0.2449097527630859,-0.30357351113825715,16316.863723777258
"('wave_dir_sin', 'wave_dir_cos', '功率_log1p')","(20, 20)",0.32057635856072075,0.052980375756400355,13907.478979909973
"('wave_dir_sin', 'wave_dir_cos', '尖峰週期_BC')","(6, 6)",-1.2438155319877695,-1.2012507669182355,21203.31098234834
"('wave_dir_sin', 'wave_dir_cos', '尖峰週期_BC')","(12, 12)",-0.3546351018444587,-0.32274109179203725,16436.386519172884
"('wave_dir_sin', 'wave_dir_cos', '尖峰週期_BC')","(20, 20)",0.27496280833649467,0.006199669215955161,14246.8381772683
"('波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(6, 6)",-0.5986979648695969,-1.2059354220409793,21225.86120901036
"('波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(12, 12)",-0.045527979376559724,-0.04698459896924945,14623.087192875999
"('波高_YJ', '降雨_YJ', '暴風半徑_YJ')","(20, 20)",0.26887991914683096,0.09360566246354218,13605.907521879453
"('波高_YJ', '降雨_YJ', '潮位_BC2')","(6, 6)",-0.3292210932105839,-1.0705054262800657,20563.97699850506
"('波高_YJ', '降雨_YJ', '潮位_BC2')","(12, 12)",-0.07949716214529601,-0.21334032074870168,15742.011955619779
"('波高_YJ', '降雨_YJ', '潮位_BC2')","(20, 20)",0.08186756543502172,0.0035221070566184842,14266.017651136468
"('波高_YJ', '降雨_YJ', '波能_log1p')","(6, 6)",-0.6649044908626154,-1.002950054271896,20225.71963433533
"('波高_YJ', '降雨_YJ', '波能_log1p')","(12, 12)",0.031904805027306304,-0.14538919315321275,15294.85850119463
"('波高_YJ', '降雨_YJ', '波能_log1p')","(20, 20)",-0.5584564327032453,-0.34070907459750877,16547.645078319587
"('波高_YJ', '降雨_YJ', '功率_log1p')","(6, 6)",-0.156782226557018,-0.8134536432421677,19245.1877403773
"('波高_YJ', '降雨_YJ', '功率_log1p')","(12, 12)",0.12733181696974227,-0.04242509173020603,14591.2114517696
"('波高_YJ', '降雨_YJ', '功率_log1p')","(20, 20)",-0.35057367548551643,-0.20902940489610744,15714.02192151547
"('波高_YJ', '降雨_YJ', '尖峰週期_BC')","(6, 6)",-0.6694027071779287,-1.2326078301112622,21353.79871616227
"('波高_YJ', '降雨_YJ', '尖峰週期_BC')","(12, 12)",-0.028474683243178145,-0.09284620282175804,14939.926012794456
"('波高_YJ', '降雨_YJ', '尖峰週期_BC')","(20, 20)",-0.05274630291884286,0.046890100025970716,13952.126756360674
"('波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(6, 6)",-0.08455146277115966,-1.0698838156140185,20560.889890681538
"('波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(12, 12)",-0.038667410197981145,-0.0866165714560796,14897.283578479459
"('波高_YJ', '暴風半徑_YJ', '潮位_BC2')","(20, 20)",0.5167592028079486,-0.8557925414094119,19468.551278088
"('波高_YJ', '暴風半徑_YJ', '波能_log1p')","(6, 6)",-0.6534626541587316,-0.99664987315527,20193.885076763676
"('波高_YJ', '暴風半徑_YJ', '波能_log1p')","(12, 12)",-0.011286732448763104,-0.11644755471097934,15100.38729863302
"('波高_YJ', '暴風半徑_YJ', '波能_log1p')","(20, 20)",-0.9861407336527295,-0.34217661331229854,16556.699118637018
"('波高_YJ', '暴風半徑_YJ', '功率_log1p')","(6, 6)",-0.2772336811420404,-0.9904517883669324,20162.517359509013
"('波高_YJ', '暴風半徑_YJ', '功率_log1p')","(12, 12)",0.13835461755393152,-0.052395189871004,14660.822985590283
"('波高_YJ', '暴風半徑_YJ', '功率_log1p')","(20, 20)",-0.3829759440441123,-0.05195651871044937,14657.767122818874
"('波高_YJ', '暴風半徑_YJ', '尖峰週期_BC')","(6, 6)",-0.30488520412648357,-1.0262023990361806,20342.781552620832
